participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,participant.payoff_plus_participation_fee,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo,session.config.participation_fee,session.config.risk,session.config.num_rounds,session.config.real_world_currency_per_point,Intro.1.player.id_in_group,Intro.1.player.window_width,Intro.1.player.window_height,Intro.1.player.browser,Intro.1.player.CQ1_1,Intro.1.player.CQ1_2,Intro.1.player.CQ2_1,Intro.1.player.CQ2_2,Intro.1.player.MCQ_1,Intro.1.player.MCQ_2,Intro.1.player.payoff,Intro.1.group.id_in_subsession,Intro.1.subsession.round_number,dPGG.1.player.id_in_group,dPGG.1.player.review_instructions,dPGG.1.player.wait_time_left,dPGG.1.player.endowment,dPGG.1.player.contribution,dPGG.1.player.belief,dPGG.1.player.gross_gain,dPGG.1.player.gain,dPGG.1.player.stock,dPGG.1.player.is_dropout,dPGG.1.player.payoff,dPGG.1.group.id_in_subsession,dPGG.1.group.EWE,dPGG.1.group.disaster,dPGG.1.group.total_contribution,dPGG.1.group.average_contribution,dPGG.1.group.individual_share,dPGG.1.group.bot_active,dPGG.1.group.wealth,dPGG.1.subsession.round_number,dPGG.2.player.id_in_group,dPGG.2.player.review_instructions,dPGG.2.player.wait_time_left,dPGG.2.player.endowment,dPGG.2.player.contribution,dPGG.2.player.belief,dPGG.2.player.gross_gain,dPGG.2.player.gain,dPGG.2.player.stock,dPGG.2.player.is_dropout,dPGG.2.player.payoff,dPGG.2.group.id_in_subsession,dPGG.2.group.EWE,dPGG.2.group.disaster,dPGG.2.group.total_contribution,dPGG.2.group.average_contribution,dPGG.2.group.individual_share,dPGG.2.group.bot_active,dPGG.2.group.wealth,dPGG.2.subsession.round_number,dPGG.3.player.id_in_group,dPGG.3.player.review_instructions,dPGG.3.player.wait_time_left,dPGG.3.player.endowment,dPGG.3.player.contribution,dPGG.3.player.belief,dPGG.3.player.gross_gain,dPGG.3.player.gain,dPGG.3.player.stock,dPGG.3.player.is_dropout,dPGG.3.player.payoff,dPGG.3.group.id_in_subsession,dPGG.3.group.EWE,dPGG.3.group.disaster,dPGG.3.group.total_contribution,dPGG.3.group.average_contribution,dPGG.3.group.individual_share,dPGG.3.group.bot_active,dPGG.3.group.wealth,dPGG.3.subsession.round_number,dPGG.4.player.id_in_group,dPGG.4.player.review_instructions,dPGG.4.player.wait_time_left,dPGG.4.player.endowment,dPGG.4.player.contribution,dPGG.4.player.belief,dPGG.4.player.gross_gain,dPGG.4.player.gain,dPGG.4.player.stock,dPGG.4.player.is_dropout,dPGG.4.player.payoff,dPGG.4.group.id_in_subsession,dPGG.4.group.EWE,dPGG.4.group.disaster,dPGG.4.group.total_contribution,dPGG.4.group.average_contribution,dPGG.4.group.individual_share,dPGG.4.group.bot_active,dPGG.4.group.wealth,dPGG.4.subsession.round_number,dPGG.5.player.id_in_group,dPGG.5.player.review_instructions,dPGG.5.player.wait_time_left,dPGG.5.player.endowment,dPGG.5.player.contribution,dPGG.5.player.belief,dPGG.5.player.gross_gain,dPGG.5.player.gain,dPGG.5.player.stock,dPGG.5.player.is_dropout,dPGG.5.player.payoff,dPGG.5.group.id_in_subsession,dPGG.5.group.EWE,dPGG.5.group.disaster,dPGG.5.group.total_contribution,dPGG.5.group.average_contribution,dPGG.5.group.individual_share,dPGG.5.group.bot_active,dPGG.5.group.wealth,dPGG.5.subsession.round_number,dPGG.6.player.id_in_group,dPGG.6.player.review_instructions,dPGG.6.player.wait_time_left,dPGG.6.player.endowment,dPGG.6.player.contribution,dPGG.6.player.belief,dPGG.6.player.gross_gain,dPGG.6.player.gain,dPGG.6.player.stock,dPGG.6.player.is_dropout,dPGG.6.player.payoff,dPGG.6.group.id_in_subsession,dPGG.6.group.EWE,dPGG.6.group.disaster,dPGG.6.group.total_contribution,dPGG.6.group.average_contribution,dPGG.6.group.individual_share,dPGG.6.group.bot_active,dPGG.6.group.wealth,dPGG.6.subsession.round_number,dPGG.7.player.id_in_group,dPGG.7.player.review_instructions,dPGG.7.player.wait_time_left,dPGG.7.player.endowment,dPGG.7.player.contribution,dPGG.7.player.belief,dPGG.7.player.gross_gain,dPGG.7.player.gain,dPGG.7.player.stock,dPGG.7.player.is_dropout,dPGG.7.player.payoff,dPGG.7.group.id_in_subsession,dPGG.7.group.EWE,dPGG.7.group.disaster,dPGG.7.group.total_contribution,dPGG.7.group.average_contribution,dPGG.7.group.individual_share,dPGG.7.group.bot_active,dPGG.7.group.wealth,dPGG.7.subsession.round_number,dPGG.8.player.id_in_group,dPGG.8.player.review_instructions,dPGG.8.player.wait_time_left,dPGG.8.player.endowment,dPGG.8.player.contribution,dPGG.8.player.belief,dPGG.8.player.gross_gain,dPGG.8.player.gain,dPGG.8.player.stock,dPGG.8.player.is_dropout,dPGG.8.player.payoff,dPGG.8.group.id_in_subsession,dPGG.8.group.EWE,dPGG.8.group.disaster,dPGG.8.group.total_contribution,dPGG.8.group.average_contribution,dPGG.8.group.individual_share,dPGG.8.group.bot_active,dPGG.8.group.wealth,dPGG.8.subsession.round_number,dPGG.9.player.id_in_group,dPGG.9.player.review_instructions,dPGG.9.player.wait_time_left,dPGG.9.player.endowment,dPGG.9.player.contribution,dPGG.9.player.belief,dPGG.9.player.gross_gain,dPGG.9.player.gain,dPGG.9.player.stock,dPGG.9.player.is_dropout,dPGG.9.player.payoff,dPGG.9.group.id_in_subsession,dPGG.9.group.EWE,dPGG.9.group.disaster,dPGG.9.group.total_contribution,dPGG.9.group.average_contribution,dPGG.9.group.individual_share,dPGG.9.group.bot_active,dPGG.9.group.wealth,dPGG.9.subsession.round_number,dPGG.10.player.id_in_group,dPGG.10.player.review_instructions,dPGG.10.player.wait_time_left,dPGG.10.player.endowment,dPGG.10.player.contribution,dPGG.10.player.belief,dPGG.10.player.gross_gain,dPGG.10.player.gain,dPGG.10.player.stock,dPGG.10.player.is_dropout,dPGG.10.player.payoff,dPGG.10.group.id_in_subsession,dPGG.10.group.EWE,dPGG.10.group.disaster,dPGG.10.group.total_contribution,dPGG.10.group.average_contribution,dPGG.10.group.individual_share,dPGG.10.group.bot_active,dPGG.10.group.wealth,dPGG.10.subsession.round_number,dPGG.11.player.id_in_group,dPGG.11.player.review_instructions,dPGG.11.player.wait_time_left,dPGG.11.player.endowment,dPGG.11.player.contribution,dPGG.11.player.belief,dPGG.11.player.gross_gain,dPGG.11.player.gain,dPGG.11.player.stock,dPGG.11.player.is_dropout,dPGG.11.player.payoff,dPGG.11.group.id_in_subsession,dPGG.11.group.EWE,dPGG.11.group.disaster,dPGG.11.group.total_contribution,dPGG.11.group.average_contribution,dPGG.11.group.individual_share,dPGG.11.group.bot_active,dPGG.11.group.wealth,dPGG.11.subsession.round_number,dPGG.12.player.id_in_group,dPGG.12.player.review_instructions,dPGG.12.player.wait_time_left,dPGG.12.player.endowment,dPGG.12.player.contribution,dPGG.12.player.belief,dPGG.12.player.gross_gain,dPGG.12.player.gain,dPGG.12.player.stock,dPGG.12.player.is_dropout,dPGG.12.player.payoff,dPGG.12.group.id_in_subsession,dPGG.12.group.EWE,dPGG.12.group.disaster,dPGG.12.group.total_contribution,dPGG.12.group.average_contribution,dPGG.12.group.individual_share,dPGG.12.group.bot_active,dPGG.12.group.wealth,dPGG.12.subsession.round_number,dPGG.13.player.id_in_group,dPGG.13.player.review_instructions,dPGG.13.player.wait_time_left,dPGG.13.player.endowment,dPGG.13.player.contribution,dPGG.13.player.belief,dPGG.13.player.gross_gain,dPGG.13.player.gain,dPGG.13.player.stock,dPGG.13.player.is_dropout,dPGG.13.player.payoff,dPGG.13.group.id_in_subsession,dPGG.13.group.EWE,dPGG.13.group.disaster,dPGG.13.group.total_contribution,dPGG.13.group.average_contribution,dPGG.13.group.individual_share,dPGG.13.group.bot_active,dPGG.13.group.wealth,dPGG.13.subsession.round_number,dPGG.14.player.id_in_group,dPGG.14.player.review_instructions,dPGG.14.player.wait_time_left,dPGG.14.player.endowment,dPGG.14.player.contribution,dPGG.14.player.belief,dPGG.14.player.gross_gain,dPGG.14.player.gain,dPGG.14.player.stock,dPGG.14.player.is_dropout,dPGG.14.player.payoff,dPGG.14.group.id_in_subsession,dPGG.14.group.EWE,dPGG.14.group.disaster,dPGG.14.group.total_contribution,dPGG.14.group.average_contribution,dPGG.14.group.individual_share,dPGG.14.group.bot_active,dPGG.14.group.wealth,dPGG.14.subsession.round_number,dPGG.15.player.id_in_group,dPGG.15.player.review_instructions,dPGG.15.player.wait_time_left,dPGG.15.player.endowment,dPGG.15.player.contribution,dPGG.15.player.belief,dPGG.15.player.gross_gain,dPGG.15.player.gain,dPGG.15.player.stock,dPGG.15.player.is_dropout,dPGG.15.player.payoff,dPGG.15.group.id_in_subsession,dPGG.15.group.EWE,dPGG.15.group.disaster,dPGG.15.group.total_contribution,dPGG.15.group.average_contribution,dPGG.15.group.individual_share,dPGG.15.group.bot_active,dPGG.15.group.wealth,dPGG.15.subsession.round_number,Outro.1.player.id_in_group,Outro.1.player.Age,Outro.1.player.Gender,Outro.1.player.Education,Outro.1.player.Income,Outro.1.player.Comprehension,Outro.1.player.CLICCS1,Outro.1.player.CLICCS2,Outro.1.player.payoff,Outro.1.group.id_in_subsession,Outro.1.subsession.round_number
57,67mcdsfh,,1,80,80,Outro,Outro_Final,2021-03-08 20:13:26.833107+00:00,1,,,66,5.30,2etf5rjr,,,,,0,2.00,0.0,10,0.05,57,1,1,Chrome Canary,20,20,25,25,"['2', '3']","['2', '3']",0,1,1,3,0,,20,10,12,1,1,21,0,21,20,0,0,26,8.67,11,0,60,1,3,0,,21,7,,5,5,26,0,5,20,0,0,27,9.0,12,0,67,2,3,0,,26,16,,4,4,30,0,4,20,0,0,46,15.33,20,0,76,3,3,0,,30,18,,2,2,32,0,2,20,0,0,48,16.0,20,0,90,4,3,0,,32,10,,6,6,38,0,6,20,0,0,38,12.67,16,0,102,5,3,0,,38,19,,7,7,45,0,7,20,0,0,62,20.67,26,0,112,6,3,0,,45,22,,3,3,48,0,3,20,0,0,60,20.0,25,0,128,7,3,0,,48,22,,7,7,55,0,7,20,0,0,69,23.0,29,0,143,8,3,0,,55,19,,7,7,62,0,7,20,0,0,62,20.67,26,0,161,9,3,0,,62,32,,4,4,66,0,4,20,0,0,85,28.33,36,0,177,10,3,0,,,,,,,,0,0,20,0,0,,,,0,,11,3,0,,,,,,,,0,0,20,0,0,,,,0,,12,3,0,,,,,,,,0,0,20,0,0,,,,0,,13,3,0,,,,,,,,0,0,20,0,0,,,,0,,14,3,0,,,,,,,,0,0,20,0,0,,,,0,,15,57,20,diverse,uni,20710,yes,lorem ipsum,lorem ipsum,0,1,1
58,qs2uquq0,,1,80,80,Outro,Outro_Final,2021-03-08 20:13:26.856371+00:00,1,,,71,5.55,2etf5rjr,,,,,0,2.00,0.0,10,0.05,58,1,1,Chrome Canary,20,20,25,25,"['2', '3']","['2', '3']",0,1,1,1,0,6,20,7,17,4,4,24,0,24,21,0,0,25,8.33,11,0,60,1,1,0,,24,12,,2,2,26,0,2,21,0,0,32,10.67,14,0,68,2,1,0,,26,8,,3,3,29,0,3,21,0,0,25,8.33,11,0,78,3,1,0,,29,9,,6,6,35,0,6,21,0,0,36,12.0,15,0,86,4,1,0,,35,11,,4,4,39,0,4,21,0,0,35,11.67,15,0,95,5,1,0,,39,22,,1,1,40,0,1,21,0,0,55,18.33,23,0,105,6,1,0,,40,15,,4,4,44,0,4,21,0,0,44,14.67,19,0,119,7,1,0,,44,28,,2,2,46,0,2,21,0,0,72,24.0,30,0,132,8,1,0,,46,24,,12,12,58,0,12,21,0,0,85,28.33,36,0,150,9,1,0,,58,32,,13,13,71,0,13,21,0,0,108,36.0,45,0,173,10,1,0,,,,,,,,0,0,21,0,0,,,,0,,11,1,0,,,,,,,,0,0,21,0,0,,,,0,,12,1,0,,,,,,,,0,0,21,0,0,,,,0,,13,1,0,,,,,,,,0,0,21,0,0,,,,0,,14,1,0,,,,,,,,0,0,21,0,0,,,,0,,15,58,25,diverse,uni,36552,yes,lorem ipsum,lorem ipsum,0,1,1
59,3nwez3hj,,1,80,80,Outro,Outro_Final,2021-03-08 20:13:26.880323+00:00,1,,,63,5.15,2etf5rjr,,,,,0,2.00,0.0,10,0.05,59,1,1,Chrome Canary,20,20,25,25,"['2', '3']","['2', '3']",0,1,1,2,0,6,20,12,20,-1,-1,19,0,19,21,0,0,25,8.33,11,0,60,1,2,0,,19,11,,3,3,22,0,3,21,0,0,32,10.67,14,0,68,2,2,0,,22,7,,4,4,26,0,4,21,0,0,25,8.33,11,0,78,3,2,0,,26,16,,-1,-1,25,0,-1,21,0,0,36,12.0,15,0,86,4,2,0,,25,11,,4,4,29,0,4,21,0,0,35,11.67,15,0,95,5,2,0,,29,12,,11,11,40,0,11,21,0,0,55,18.33,23,0,105,6,2,0,,40,15,,4,4,44,0,4,21,0,0,44,14.67,19,0,119,7,2,0,,44,28,,2,2,46,0,2,21,0,0,72,24.0,30,0,132,8,2,0,,46,30,,6,6,52,0,6,21,0,0,85,28.33,36,0,150,9,2,0,,52,34,,11,11,63,0,11,21,0,0,108,36.0,45,0,173,10,2,0,,,,,,,,0,0,21,0,0,,,,0,,11,2,0,,,,,,,,0,0,21,0,0,,,,0,,12,2,0,,,,,,,,0,0,21,0,0,,,,0,,13,2,0,,,,,,,,0,0,21,0,0,,,,0,,14,2,0,,,,,,,,0,0,21,0,0,,,,0,,15,59,25,diverse,uni,21887,yes,lorem ipsum,lorem ipsum,0,1,1
60,qc3mtrxm,,1,80,80,Outro,Outro_Final,2021-03-08 20:13:26.903297+00:00,1,,,66,5.30,2etf5rjr,,,,,0,2.00,0.0,10,0.05,60,1,1,Chrome Canary,20,20,25,25,"['2', '3']","['2', '3']",0,1,1,3,0,,20,6,14,5,5,25,0,25,21,0,0,25,8.33,11,0,60,1,3,0,,25,9,,5,5,30,0,5,21,0,0,32,10.67,14,0,68,2,3,0,,30,10,,1,1,31,0,1,21,0,0,25,8.33,11,0,78,3,3,0,,31,11,,4,4,35,0,4,21,0,0,36,12.0,15,0,86,4,3,0,,35,13,,2,2,37,0,2,21,0,0,35,11.67,15,0,95,5,3,0,,37,21,,2,2,39,0,2,21,0,0,55,18.33,23,0,105,6,3,0,,39,14,,5,5,44,0,5,21,0,0,44,14.67,19,0,119,7,3,0,,44,16,,14,14,58,0,14,21,0,0,72,24.0,30,0,132,8,3,0,,58,31,,5,5,63,0,5,21,0,0,85,28.33,36,0,150,9,3,0,,63,42,,3,3,66,0,3,21,0,0,108,36.0,45,0,173,10,3,0,,,,,,,,0,0,21,0,0,,,,0,,11,3,0,,,,,,,,0,0,21,0,0,,,,0,,12,3,0,,,,,,,,0,0,21,0,0,,,,0,,13,3,0,,,,,,,,0,0,21,0,0,,,,0,,14,3,0,,,,,,,,0,0,21,0,0,,,,0,,15,60,22,diverse,uni,49280,yes,lorem ipsum,lorem ipsum,0,1,1
61,jcn42fuj,,1,80,80,Outro,Outro_Final,2021-03-08 20:13:26.926770+00:00,1,,,60,5.00,2etf5rjr,,,,,0,2.00,0.0,10,0.05,61,1,1,Chrome Canary,20,20,25,25,"['2', '3']","['2', '3']",0,1,1,1,0,6,20,8,14,4,4,24,0,24,22,0,0,28,9.33,12,0,60,1,1,0,,24,14,,3,3,27,0,3,22,0,0,39,13.0,17,0,68,2,1,0,,27,10,,5,5,32,0,5,22,0,0,36,12.0,15,0,80,3,1,0,,32,10,,8,8,40,0,8,22,0,0,41,13.67,18,0,89,4,1,0,,40,17,,6,6,46,0,6,22,0,0,55,18.33,23,0,102,5,1,0,,46,28,,1,1,47,0,1,22,0,0,68,22.67,29,0,116,6,1,0,,47,15,,4,4,51,0,4,22,0,0,44,14.67,19,0,135,7,1,0,,51,25,,2,2,53,0,2,22,0,0,63,21.0,27,0,148,8,1,0,,53,30,,2,2,55,0,2,22,0,0,75,25.0,32,0,166,9,1,0,,55,28,,5,5,60,0,5,22,0,0,78,26.0,33,0,187,10,1,0,,,,,,,,0,0,22,0,0,,,,0,,11,1,0,,,,,,,,0,0,22,0,0,,,,0,,12,1,0,,,,,,,,0,0,22,0,0,,,,0,,13,1,0,,,,,,,,0,0,22,0,0,,,,0,,14,1,0,,,,,,,,0,0,22,0,0,,,,0,,15,61,18,diverse,uni,30848,yes,lorem ipsum,lorem ipsum,0,1,1
62,4ht55w1z,,1,80,80,Outro,Outro_Final,2021-03-08 20:13:26.949828+00:00,1,,,71,5.55,2etf5rjr,,,,,0,2.00,0.0,10,0.05,62,1,1,Chrome Canary,20,20,25,25,"['2', '3']","['2', '3']",0,1,1,2,0,6,20,8,12,4,4,24,0,24,22,0,0,28,9.33,12,0,60,1,2,0,,24,15,,2,2,26,0,2,22,0,0,39,13.0,17,0,68,2,2,0,,26,13,,2,2,28,0,2,22,0,0,36,12.0,15,0,80,3,2,0,,28,17,,1,1,29,0,1,22,0,0,41,13.67,18,0,89,4,2,0,,29,18,,5,5,34,0,5,22,0,0,55,18.33,23,0,102,5,2,0,,34,22,,7,7,41,0,7,22,0,0,68,22.67,29,0,116,6,2,0,,41,14,,5,5,46,0,5,22,0,0,44,14.67,19,0,135,7,2,0,,46,18,,9,9,55,0,9,22,0,0,63,21.0,27,0,148,8,2,0,,55,23,,9,9,64,0,9,22,0,0,75,25.0,32,0,166,9,2,0,,64,26,,7,7,71,0,7,22,0,0,78,26.0,33,0,187,10,2,0,,,,,,,,0,0,22,0,0,,,,0,,11,2,0,,,,,,,,0,0,22,0,0,,,,0,,12,2,0,,,,,,,,0,0,22,0,0,,,,0,,13,2,0,,,,,,,,0,0,22,0,0,,,,0,,14,2,0,,,,,,,,0,0,22,0,0,,,,0,,15,62,22,diverse,uni,29827,yes,lorem ipsum,lorem ipsum,0,1,1
63,gljnpen8,,1,80,80,Outro,Outro_Final,2021-03-08 20:13:26.973656+00:00,1,,,77,5.85,2etf5rjr,,,,,0,2.00,0.0,10,0.05,63,1,1,Chrome Canary,20,20,25,25,"['2', '3']","['2', '3']",0,1,1,3,0,,20,12,14,0,0,20,0,20,22,0,0,28,9.33,12,0,60,1,3,0,,20,10,,7,7,27,0,7,22,0,0,39,13.0,17,0,68,2,3,0,,27,13,,2,2,29,0,2,22,0,0,36,12.0,15,0,80,3,3,0,,29,14,,4,4,33,0,4,22,0,0,41,13.67,18,0,89,4,3,0,,33,20,,3,3,36,0,3,22,0,0,55,18.33,23,0,102,5,3,0,,36,18,,11,11,47,0,11,22,0,0,68,22.67,29,0,116,6,3,0,,47,15,,4,4,51,0,4,22,0,0,44,14.67,19,0,135,7,3,0,,51,20,,7,7,58,0,7,22,0,0,63,21.0,27,0,148,8,3,0,,58,22,,10,10,68,0,10,22,0,0,75,25.0,32,0,166,9,3,0,,68,24,,9,9,77,0,9,22,0,0,78,26.0,33,0,187,10,3,0,,,,,,,,0,0,22,0,0,,,,0,,11,3,0,,,,,,,,0,0,22,0,0,,,,0,,12,3,0,,,,,,,,0,0,22,0,0,,,,0,,13,3,0,,,,,,,,0,0,22,0,0,,,,0,,14,3,0,,,,,,,,0,0,22,0,0,,,,0,,15,63,22,diverse,uni,46990,yes,lorem ipsum,lorem ipsum,0,1,1
64,03si2qa9,,1,80,80,Outro,Outro_Final,2021-03-08 20:13:26.997986+00:00,1,,,88,6.40,2etf5rjr,,,,,0,2.00,0.0,10,0.05,64,1,1,Chrome Canary,20,20,25,25,"['2', '3']","['2', '3']",0,1,1,1,0,6,20,7,10,6,6,26,0,36,23,0,0,29,9.67,13,0,60,1,1,0,,26,9,,7,7,33,0,7,23,0,0,37,12.33,16,0,70,2,1,0,,33,16,,4,4,37,0,4,23,0,0,47,15.67,20,0,81,3,1,0,,37,15,,2,2,39,0,2,23,0,0,39,13.0,17,0,94,4,1,0,,39,13,,7,7,46,0,7,23,0,0,46,15.33,20,0,106,5,1,0,,46,30,,0,0,46,0,0,23,0,0,70,23.33,30,0,120,6,1,0,,46,23,,6,6,52,0,6,23,0,0,69,23.0,29,0,140,7,1,0,,52,31,,9,9,61,0,9,23,0,0,94,31.33,40,0,158,8,1,0,,61,24,,14,14,75,0,14,23,0,0,91,30.33,38,0,184,9,1,0,,75,38,,3,3,78,0,3,23,0,0,98,32.67,41,0,207,10,1,0,,,,,,,,0,0,23,0,0,,,,0,,11,1,0,,,,,,,,0,0,23,0,0,,,,0,,12,1,0,,,,,,,,0,0,23,0,0,,,,0,,13,1,0,,,,,,,,0,0,23,0,0,,,,0,,14,1,0,,,,,,,,0,0,23,0,0,,,,0,,15,64,20,diverse,uni,26889,yes,lorem ipsum,lorem ipsum,0,1,1
65,vnuor3vx,,1,80,80,Outro,Outro_Final,2021-03-08 20:13:27.025699+00:00,1,,,70,5.50,2etf5rjr,,,,,0,2.00,0.0,10,0.05,65,1,1,Chrome Canary,20,20,25,25,"['2', '3']","['2', '3']",0,1,1,2,0,6,20,11,14,2,2,22,0,22,23,0,0,29,9.67,13,0,60,1,2,0,,22,14,,2,2,24,0,2,23,0,0,37,12.33,16,0,70,2,2,0,,24,16,,4,4,28,0,4,23,0,0,47,15.67,20,0,81,3,2,0,,28,12,,5,5,33,0,5,23,0,0,39,13.0,17,0,94,4,2,0,,33,21,,-1,-1,32,0,-1,23,0,0,46,15.33,20,0,106,5,2,0,,32,19,,11,11,43,0,11,23,0,0,70,23.33,30,0,120,6,2,0,,43,16,,13,13,56,0,13,23,0,0,69,23.0,29,0,140,7,2,0,,56,33,,7,7,63,0,7,23,0,0,94,31.33,40,0,158,8,2,0,,63,34,,4,4,67,0,4,23,0,0,91,30.33,38,0,184,9,2,0,,67,38,,3,3,70,0,3,23,0,0,98,32.67,41,0,207,10,2,0,,,,,,,,0,0,23,0,0,,,,0,,11,2,0,,,,,,,,0,0,23,0,0,,,,0,,12,2,0,,,,,,,,0,0,23,0,0,,,,0,,13,2,0,,,,,,,,0,0,23,0,0,,,,0,,14,2,0,,,,,,,,0,0,23,0,0,,,,0,,15,65,21,diverse,uni,44355,yes,lorem ipsum,lorem ipsum,0,1,1
66,qaq0u2cf,,1,80,80,Outro,Outro_Final,2021-03-08 20:13:27.052213+00:00,1,,,84,6.20,2etf5rjr,,,,,0,2.00,0.0,10,0.05,66,1,1,Chrome Canary,20,20,25,25,"['2', '3']","['2', '3']",0,1,1,3,0,,20,11,12,2,2,22,0,22,23,0,0,29,9.67,13,0,60,1,3,0,,22,14,,2,2,24,0,2,23,0,0,37,12.33,16,0,70,2,3,0,,24,15,,5,5,29,0,5,23,0,0,47,15.67,20,0,81,3,3,0,,29,12,,5,5,34,0,5,23,0,0,39,13.0,17,0,94,4,3,0,,34,12,,8,8,42,0,8,23,0,0,46,15.33,20,0,106,5,3,0,,42,21,,9,9,51,0,9,23,0,0,70,23.33,30,0,120,6,3,0,,51,30,,-1,-1,50,0,-1,23,0,0,69,23.0,29,0,140,7,3,0,,50,30,,10,10,60,0,10,23,0,0,94,31.33,40,0,158,8,3,0,,60,33,,5,5,65,0,5,23,0,0,91,30.33,38,0,184,9,3,0,,65,22,,19,19,84,0,19,23,0,0,98,32.67,41,0,207,10,3,0,,,,,,,,0,0,23,0,0,,,,0,,11,3,0,,,,,,,,0,0,23,0,0,,,,0,,12,3,0,,,,,,,,0,0,23,0,0,,,,0,,13,3,0,,,,,,,,0,0,23,0,0,,,,0,,14,3,0,,,,,,,,0,0,23,0,0,,,,0,,15,66,18,diverse,uni,47513,yes,lorem ipsum,lorem ipsum,0,1,1
67,go3e6o00,,1,80,80,Outro,Outro_Final,2021-03-08 20:13:27.077196+00:00,1,,,62,5.10,2etf5rjr,,,,,0,2.00,0.0,10,0.05,67,1,1,Chrome Canary,20,20,25,25,"['2', '3']","['2', '3']",0,1,1,1,0,6,20,6,17,4,4,24,0,24,24,0,0,22,7.33,10,0,60,1,1,0,,24,10,,5,5,29,0,5,24,0,0,36,12.0,15,0,68,2,1,0,,29,16,,-1,-1,28,0,-1,24,0,0,36,12.0,15,0,77,3,1,0,,28,10,,8,8,36,0,8,24,0,0,43,14.33,18,0,86,4,1,0,,36,13,,5,5,41,0,5,24,0,0,43,14.33,18,0,97,5,1,0,,41,23,,1,1,42,0,1,24,0,0,57,19.0,24,0,108,6,1,0,,42,24,,4,4,46,0,4,24,0,0,66,22.0,28,0,123,7,1,0,,46,24,,7,7,53,0,7,24,0,0,74,24.67,31,0,141,8,1,0,,53,18,,8,8,61,0,8,24,0,0,61,20.33,26,0,160,9,1,0,,61,38,,1,1,62,0,1,24,0,0,93,31.0,39,0,177,10,1,0,,,,,,,,0,0,24,0,0,,,,0,,11,1,0,,,,,,,,0,0,24,0,0,,,,0,,12,1,0,,,,,,,,0,0,24,0,0,,,,0,,13,1,0,,,,,,,,0,0,24,0,0,,,,0,,14,1,0,,,,,,,,0,0,24,0,0,,,,0,,15,67,20,diverse,uni,32428,yes,lorem ipsum,lorem ipsum,0,1,1
68,603x7fyt,,1,80,80,Outro,Outro_Final,2021-03-08 20:13:27.101305+00:00,1,,,77,5.85,2etf5rjr,,,,,0,2.00,0.0,10,0.05,68,1,1,Chrome Canary,20,20,25,25,"['2', '3']","['2', '3']",0,1,1,2,0,6,20,7,13,3,3,23,0,23,24,0,0,22,7.33,10,0,60,1,2,0,,23,12,,3,3,26,0,3,24,0,0,36,12.0,15,0,68,2,2,0,,26,12,,3,3,29,0,3,24,0,0,36,12.0,15,0,77,3,2,0,,29,16,,2,2,31,0,2,24,0,0,43,14.33,18,0,86,4,2,0,,31,12,,6,6,37,0,6,24,0,0,43,14.33,18,0,97,5,2,0,,37,24,,0,0,37,0,0,24,0,0,57,19.0,24,0,108,6,2,0,,37,14,,14,14,51,0,14,24,0,0,66,22.0,28,0,123,7,2,0,,51,27,,4,4,55,0,4,24,0,0,74,24.67,31,0,141,8,2,0,,55,18,,8,8,63,0,8,24,0,0,61,20.33,26,0,160,9,2,0,,63,25,,14,14,77,0,14,24,0,0,93,31.0,39,0,177,10,2,0,,,,,,,,0,0,24,0,0,,,,0,,11,2,0,,,,,,,,0,0,24,0,0,,,,0,,12,2,0,,,,,,,,0,0,24,0,0,,,,0,,13,2,0,,,,,,,,0,0,24,0,0,,,,0,,14,2,0,,,,,,,,0,0,24,0,0,,,,0,,15,68,21,diverse,uni,38789,yes,lorem ipsum,lorem ipsum,0,1,1
