"","session_code","participant_code","app_name","page_name","page_index","page_submission","time_spent","completion_time"
"86","8gi7c8xg","9v4yeq36","dPGG","ResultsWaitPage",20,1625836285,18,1050
"87","8gi7c8xg","9v4yeq36","dPGG","dPGG_Decision",26,1625836368,83,1050
"88","8gi7c8xg","9v4yeq36","dPGG","ResultsWaitPage",27,1625836368,0,1050
"89","8gi7c8xg","9v4yeq36","dPGG","dPGG_Decision",33,1625836377,9,1050
"90","8gi7c8xg","9v4yeq36","dPGG","ResultsWaitPage",34,1625836415,38,1050
"91","8gi7c8xg","9v4yeq36","dPGG","dPGG_Decision",40,1625836434,19,1050
"92","8gi7c8xg","9v4yeq36","dPGG","ResultsWaitPage",41,1625836438,4,1050
"93","8gi7c8xg","9v4yeq36","dPGG","dPGG_Decision",47,1625836451,13,1050
"94","8gi7c8xg","9v4yeq36","dPGG","ResultsWaitPage",48,1625836466,15,1050
"95","8gi7c8xg","9v4yeq36","dPGG","dPGG_Decision",54,1625836479,13,1050
"96","8gi7c8xg","9v4yeq36","dPGG","ResultsWaitPage",55,1625836486,7,1050
"97","8gi7c8xg","9v4yeq36","dPGG","dPGG_Decision",61,1625836492,6,1050
"98","8gi7c8xg","9v4yeq36","dPGG","ResultsWaitPage",62,1625836510,18,1050
"99","8gi7c8xg","9v4yeq36","dPGG","dPGG_Decision",68,1625836534,24,1050
"100","8gi7c8xg","9v4yeq36","dPGG","ResultsWaitPage",69,1625836534,0,1050
"101","8gi7c8xg","9v4yeq36","dPGG","dPGG_Results",70,1625836547,13,1050
"102","8gi7c8xg","9v4yeq36","dPGG","dPGG_Comprehension",71,1625836551,4,1050
"103","8gi7c8xg","9v4yeq36","dPGG","dPGG_Donation",72,1625836563,12,1050
"104","8gi7c8xg","9v4yeq36","HLPL","HLPL_Decision",73,1625836604,41,1050
"105","8gi7c8xg","9v4yeq36","Outro","Outro_Personality",74,1625836635,31,1050
"106","8gi7c8xg","9v4yeq36","Outro","Outro_Covariates",75,1625836651,16,1050
"107","8gi7c8xg","9v4yeq36","Outro","Outro_CLICCS",76,1625836684,33,1050
"108","8gi7c8xg","afi2r87g","Intro","Intro_Welcome",1,1625835630,NA,1857
"109","8gi7c8xg","afi2r87g","Intro","Intro_Instructions",2,1625836549,919,1857
"110","8gi7c8xg","afi2r87g","dPGG","dPGG_InitialWaitPage",3,1625836723,174,1857
"111","8gi7c8xg","afi2r87g","dPGG","dPGG_Decision",5,1625836733,10,1857
"112","8gi7c8xg","afi2r87g","dPGG","ResultsWaitPage",6,1625836767,34,1857
"113","8gi7c8xg","afi2r87g","dPGG","dPGG_Decision",12,1625836782,15,1857
"114","8gi7c8xg","afi2r87g","dPGG","ResultsWaitPage",13,1625836812,30,1857
"115","8gi7c8xg","afi2r87g","dPGG","dPGG_Decision",19,1625836822,10,1857
"116","8gi7c8xg","afi2r87g","dPGG","ResultsWaitPage",20,1625836855,33,1857
"117","8gi7c8xg","afi2r87g","dPGG","dPGG_Decision",26,1625836863,8,1857
"118","8gi7c8xg","afi2r87g","dPGG","ResultsWaitPage",27,1625836882,19,1857
"119","8gi7c8xg","afi2r87g","dPGG","dPGG_Decision",33,1625836894,12,1857
"120","8gi7c8xg","afi2r87g","dPGG","ResultsWaitPage",34,1625836907,13,1857
"121","8gi7c8xg","afi2r87g","dPGG","dPGG_Decision",40,1625836916,9,1857
"122","8gi7c8xg","afi2r87g","dPGG","ResultsWaitPage",41,1625836945,29,1857
"123","8gi7c8xg","afi2r87g","dPGG","dPGG_Decision",47,1625836954,9,1857
"124","8gi7c8xg","afi2r87g","dPGG","ResultsWaitPage",48,1625836973,19,1857
"125","8gi7c8xg","afi2r87g","dPGG","dPGG_Decision",54,1625836982,9,1857
"126","8gi7c8xg","afi2r87g","dPGG","ResultsWaitPage",55,1625837013,31,1857
"127","8gi7c8xg","afi2r87g","dPGG","dPGG_Decision",61,1625837031,18,1857
"128","8gi7c8xg","afi2r87g","dPGG","ResultsWaitPage",62,1625837041,10,1857
"129","8gi7c8xg","afi2r87g","dPGG","dPGG_Decision",68,1625837051,10,1857
"130","8gi7c8xg","afi2r87g","dPGG","ResultsWaitPage",69,1625837086,35,1857
"131","8gi7c8xg","afi2r87g","dPGG","dPGG_Results",70,1625837105,19,1857
"132","8gi7c8xg","afi2r87g","dPGG","dPGG_Comprehension",71,1625837110,5,1857
"133","8gi7c8xg","afi2r87g","dPGG","dPGG_Donation",72,1625837151,41,1857
"134","8gi7c8xg","afi2r87g","HLPL","HLPL_Decision",73,1625837256,105,1857
"135","8gi7c8xg","afi2r87g","Outro","Outro_Personality",74,1625837328,72,1857
"136","8gi7c8xg","afi2r87g","Outro","Outro_Covariates",75,1625837362,34,1857
"137","8gi7c8xg","afi2r87g","Outro","Outro_CLICCS",76,1625837487,125,1857
"138","8gi7c8xg","dm1xlxwu","Intro","Intro_Welcome",1,1625835632,NA,2086
"139","8gi7c8xg","dm1xlxwu","Intro","Intro_Instructions",2,1625836654,1022,2086
"140","8gi7c8xg","dm1xlxwu","dPGG","dPGG_InitialWaitPage",3,1625836723,69,2086
"141","8gi7c8xg","dm1xlxwu","dPGG","dPGG_Decision",5,1625836767,44,2086
"142","8gi7c8xg","dm1xlxwu","dPGG","ResultsWaitPage",6,1625836767,0,2086
"143","8gi7c8xg","dm1xlxwu","dPGG","dPGG_Decision",12,1625836812,45,2086
"144","8gi7c8xg","dm1xlxwu","dPGG","ResultsWaitPage",13,1625836812,0,2086
"145","8gi7c8xg","dm1xlxwu","dPGG","dPGG_Decision",19,1625836855,43,2086
"146","8gi7c8xg","dm1xlxwu","dPGG","ResultsWaitPage",20,1625836855,0,2086
"147","8gi7c8xg","dm1xlxwu","dPGG","dPGG_Decision",26,1625836879,24,2086
"148","8gi7c8xg","dm1xlxwu","dPGG","ResultsWaitPage",27,1625836882,3,2086
"149","8gi7c8xg","dm1xlxwu","dPGG","dPGG_Decision",33,1625836906,24,2086
"150","8gi7c8xg","dm1xlxwu","dPGG","ResultsWaitPage",34,1625836907,1,2086
"151","8gi7c8xg","dm1xlxwu","dPGG","dPGG_Decision",40,1625836945,38,2086
"152","8gi7c8xg","dm1xlxwu","dPGG","ResultsWaitPage",41,1625836945,0,2086
"153","8gi7c8xg","dm1xlxwu","dPGG","dPGG_Decision",47,1625836973,28,2086
"154","8gi7c8xg","dm1xlxwu","dPGG","ResultsWaitPage",48,1625836973,0,2086
"155","8gi7c8xg","dm1xlxwu","dPGG","dPGG_Decision",54,1625837013,40,2086
"156","8gi7c8xg","dm1xlxwu","dPGG","ResultsWaitPage",55,1625837013,0,2086
"157","8gi7c8xg","dm1xlxwu","dPGG","dPGG_Decision",61,1625837041,28,2086
"158","8gi7c8xg","dm1xlxwu","dPGG","ResultsWaitPage",62,1625837041,0,2086
"159","8gi7c8xg","dm1xlxwu","dPGG","dPGG_Decision",68,1625837062,21,2086
"160","8gi7c8xg","dm1xlxwu","dPGG","ResultsWaitPage",69,1625837086,24,2086
"161","8gi7c8xg","dm1xlxwu","dPGG","dPGG_Results",70,1625837117,31,2086
"162","8gi7c8xg","dm1xlxwu","dPGG","dPGG_Comprehension",71,1625837129,12,2086
"163","8gi7c8xg","dm1xlxwu","dPGG","dPGG_Donation",72,1625837205,76,2086
"164","8gi7c8xg","dm1xlxwu","HLPL","HLPL_Decision",73,1625837411,206,2086
"165","8gi7c8xg","dm1xlxwu","Outro","Outro_Personality",74,1625837494,83,2086
"166","8gi7c8xg","dm1xlxwu","Outro","Outro_Covariates",75,1625837529,35,2086
"167","8gi7c8xg","dm1xlxwu","Outro","Outro_CLICCS",76,1625837718,189,2086
"168","8gi7c8xg","dmx8h8lt","Intro","Intro_Welcome",1,1625835637,NA,3119
"169","8gi7c8xg","dmx8h8lt","Intro","Intro_Instructions",2,1625837720,2083,3119
"170","8gi7c8xg","dmx8h8lt","dPGG","dPGG_InitialWaitPage",3,1625838330,610,3119
"171","8gi7c8xg","dmx8h8lt","dPGG","ResultsWaitPage",6,1625838331,1,3119
"172","8gi7c8xg","dmx8h8lt","dPGG","ResultsWaitPage",13,1625838331,0,3119
"173","8gi7c8xg","dmx8h8lt","dPGG","ResultsWaitPage",20,1625838331,0,3119
"174","8gi7c8xg","dmx8h8lt","dPGG","ResultsWaitPage",27,1625838331,0,3119
"175","8gi7c8xg","dmx8h8lt","dPGG","ResultsWaitPage",34,1625838331,0,3119
"176","8gi7c8xg","dmx8h8lt","dPGG","ResultsWaitPage",41,1625838331,0,3119
"177","8gi7c8xg","dmx8h8lt","dPGG","ResultsWaitPage",48,1625838332,1,3119
"178","8gi7c8xg","dmx8h8lt","dPGG","ResultsWaitPage",55,1625838332,0,3119
"179","8gi7c8xg","dmx8h8lt","dPGG","ResultsWaitPage",62,1625838332,0,3119
"180","8gi7c8xg","dmx8h8lt","dPGG","ResultsWaitPage",69,1625838332,0,3119
"181","8gi7c8xg","dmx8h8lt","Outro","Outro_Personality",74,1625838444,112,3119
"182","8gi7c8xg","dmx8h8lt","Outro","Outro_Covariates",75,1625838495,51,3119
"183","8gi7c8xg","dmx8h8lt","Outro","Outro_CLICCS",76,1625838756,261,3119
"184","8gi7c8xg","drqoelav","Intro","Intro_Welcome",1,1625835643,NA,2077
"185","8gi7c8xg","drqoelav","Intro","Intro_Instructions",2,1625836723,1080,2077
"186","8gi7c8xg","drqoelav","dPGG","dPGG_InitialWaitPage",3,1625836723,0,2077
"187","8gi7c8xg","drqoelav","dPGG","dPGG_Decision",5,1625836739,16,2077
"188","8gi7c8xg","drqoelav","dPGG","ResultsWaitPage",6,1625836767,28,2077
"189","8gi7c8xg","drqoelav","dPGG","dPGG_Decision",12,1625836799,32,2077
"190","8gi7c8xg","drqoelav","dPGG","ResultsWaitPage",13,1625836812,13,2077
"191","8gi7c8xg","drqoelav","dPGG","dPGG_Decision",19,1625836839,27,2077
"192","8gi7c8xg","drqoelav","dPGG","ResultsWaitPage",20,1625836855,16,2077
"193","8gi7c8xg","drqoelav","dPGG","dPGG_Decision",26,1625836881,26,2077
"194","8gi7c8xg","drqoelav","dPGG","ResultsWaitPage",27,1625836882,1,2077
"195","8gi7c8xg","drqoelav","dPGG","dPGG_Decision",33,1625836907,25,2077
"196","8gi7c8xg","drqoelav","dPGG","ResultsWaitPage",34,1625836907,0,2077
"197","8gi7c8xg","drqoelav","dPGG","dPGG_Decision",40,1625836932,25,2077
"198","8gi7c8xg","drqoelav","dPGG","ResultsWaitPage",41,1625836945,13,2077
"199","8gi7c8xg","drqoelav","dPGG","dPGG_Decision",47,1625836966,21,2077
"200","8gi7c8xg","drqoelav","dPGG","ResultsWaitPage",48,1625836973,7,2077
"201","8gi7c8xg","drqoelav","dPGG","dPGG_Decision",54,1625836995,22,2077
"202","8gi7c8xg","drqoelav","dPGG","ResultsWaitPage",55,1625837013,18,2077
"203","8gi7c8xg","drqoelav","dPGG","dPGG_Decision",61,1625837035,22,2077
"204","8gi7c8xg","drqoelav","dPGG","ResultsWaitPage",62,1625837041,6,2077
"205","8gi7c8xg","drqoelav","dPGG","dPGG_Decision",68,1625837085,44,2077
"206","8gi7c8xg","drqoelav","dPGG","ResultsWaitPage",69,1625837086,1,2077
"207","8gi7c8xg","drqoelav","dPGG","dPGG_Results",70,1625837122,36,2077
"208","8gi7c8xg","drqoelav","dPGG","dPGG_Comprehension",71,1625837128,6,2077
"209","8gi7c8xg","drqoelav","dPGG","dPGG_Donation",72,1625837261,133,2077
"210","8gi7c8xg","drqoelav","HLPL","HLPL_Decision",73,1625837452,191,2077
"211","8gi7c8xg","drqoelav","Outro","Outro_Personality",74,1625837540,88,2077
"212","8gi7c8xg","drqoelav","Outro","Outro_Covariates",75,1625837567,27,2077
"213","8gi7c8xg","drqoelav","Outro","Outro_CLICCS",76,1625837720,153,2077
"214","8gi7c8xg","e01i48nx","Intro","Intro_Welcome",1,1625835650,NA,1188
"215","8gi7c8xg","e01i48nx","Intro","Intro_Instructions",2,1625835959,309,1188
"216","8gi7c8xg","e01i48nx","dPGG","dPGG_InitialWaitPage",3,1625836174,215,1188
"217","8gi7c8xg","e01i48nx","dPGG","dPGG_Decision",5,1625836185,11,1188
"218","8gi7c8xg","e01i48nx","dPGG","ResultsWaitPage",6,1625836198,13,1188
"219","8gi7c8xg","e01i48nx","dPGG","dPGG_Decision",12,1625836224,26,1188
"220","8gi7c8xg","e01i48nx","dPGG","ResultsWaitPage",13,1625836258,34,1188
"221","8gi7c8xg","e01i48nx","dPGG","dPGG_Decision",19,1625836285,27,1188
"222","8gi7c8xg","e01i48nx","dPGG","ResultsWaitPage",20,1625836285,0,1188
"223","8gi7c8xg","e01i48nx","dPGG","dPGG_Decision",26,1625836306,21,1188
"224","8gi7c8xg","e01i48nx","dPGG","ResultsWaitPage",27,1625836368,62,1188
"225","8gi7c8xg","e01i48nx","dPGG","dPGG_Decision",33,1625836415,47,1188
"226","8gi7c8xg","e01i48nx","dPGG","ResultsWaitPage",34,1625836415,0,1188
"227","8gi7c8xg","e01i48nx","dPGG","dPGG_Decision",40,1625836433,18,1188
"228","8gi7c8xg","e01i48nx","dPGG","ResultsWaitPage",41,1625836438,5,1188
"229","8gi7c8xg","e01i48nx","dPGG","dPGG_Decision",47,1625836466,28,1188
"230","8gi7c8xg","e01i48nx","dPGG","ResultsWaitPage",48,1625836466,0,1188
"231","8gi7c8xg","e01i48nx","dPGG","dPGG_Decision",54,1625836486,20,1188
"232","8gi7c8xg","e01i48nx","dPGG","ResultsWaitPage",55,1625836486,0,1188
"233","8gi7c8xg","e01i48nx","dPGG","dPGG_Decision",61,1625836507,21,1188
"234","8gi7c8xg","e01i48nx","dPGG","ResultsWaitPage",62,1625836510,3,1188
"235","8gi7c8xg","e01i48nx","dPGG","dPGG_Decision",68,1625836517,7,1188
"236","8gi7c8xg","e01i48nx","dPGG","ResultsWaitPage",69,1625836534,17,1188
"237","8gi7c8xg","e01i48nx","dPGG","dPGG_Results",70,1625836549,15,1188
"238","8gi7c8xg","e01i48nx","dPGG","dPGG_Comprehension",71,1625836556,7,1188
"239","8gi7c8xg","e01i48nx","dPGG","dPGG_Donation",72,1625836572,16,1188
"240","8gi7c8xg","e01i48nx","HLPL","HLPL_Decision",73,1625836635,63,1188
"241","8gi7c8xg","e01i48nx","Outro","Outro_Personality",74,1625836797,162,1188
"242","8gi7c8xg","e01i48nx","Outro","Outro_Covariates",75,1625836818,21,1188
"243","8gi7c8xg","e01i48nx","Outro","Outro_CLICCS",76,1625836838,20,1188
"244","8gi7c8xg","fb4lj3pa","Intro","Intro_Welcome",1,1625835637,NA,1936
"245","8gi7c8xg","fb4lj3pa","Intro","Intro_Instructions",2,1625836281,644,1936
"246","8gi7c8xg","fb4lj3pa","dPGG","dPGG_InitialWaitPage",3,1625836374,93,1936
"247","8gi7c8xg","fb4lj3pa","dPGG","dPGG_Decision",5,1625836399,25,1936
"248","8gi7c8xg","fb4lj3pa","dPGG","ResultsWaitPage",6,1625836412,13,1936
"249","8gi7c8xg","fb4lj3pa","dPGG","dPGG_Decision",12,1625836450,38,1936
"250","8gi7c8xg","fb4lj3pa","dPGG","ResultsWaitPage",13,1625836487,37,1936
"251","8gi7c8xg","fb4lj3pa","dPGG","dPGG_Decision",19,1625836541,54,1936
"252","8gi7c8xg","fb4lj3pa","dPGG","ResultsWaitPage",20,1625836554,13,1936
"253","8gi7c8xg","fb4lj3pa","dPGG","dPGG_Decision",26,1625836592,38,1936
"254","8gi7c8xg","fb4lj3pa","dPGG","ResultsWaitPage",27,1625836592,0,1936
"255","8gi7c8xg","fb4lj3pa","dPGG","dPGG_Decision",33,1625836626,34,1936
"256","8gi7c8xg","fb4lj3pa","dPGG","ResultsWaitPage",34,1625836626,0,1936
"257","8gi7c8xg","fb4lj3pa","dPGG","dPGG_Decision",40,1625836641,15,1936
"258","8gi7c8xg","fb4lj3pa","dPGG","ResultsWaitPage",41,1625836657,16,1936
"259","8gi7c8xg","fb4lj3pa","dPGG","dPGG_Decision",47,1625836671,14,1936
"260","8gi7c8xg","fb4lj3pa","dPGG","ResultsWaitPage",48,1625836674,3,1936
"261","8gi7c8xg","fb4lj3pa","dPGG","dPGG_Decision",54,1625836685,11,1936
"262","8gi7c8xg","fb4lj3pa","dPGG","ResultsWaitPage",55,1625836701,16,1936
"263","8gi7c8xg","fb4lj3pa","dPGG","dPGG_Decision",61,1625836719,18,1936
"264","8gi7c8xg","fb4lj3pa","dPGG","ResultsWaitPage",62,1625836743,24,1936
"265","8gi7c8xg","fb4lj3pa","dPGG","dPGG_Decision",68,1625836760,17,1936
"266","8gi7c8xg","fb4lj3pa","dPGG","ResultsWaitPage",69,1625836762,2,1936
"267","8gi7c8xg","fb4lj3pa","dPGG","dPGG_Results",70,1625836804,42,1936
"268","8gi7c8xg","fb4lj3pa","dPGG","dPGG_Comprehension",71,1625836816,12,1936
"269","8gi7c8xg","fb4lj3pa","dPGG","dPGG_Donation",72,1625836899,83,1936
"270","8gi7c8xg","fb4lj3pa","HLPL","HLPL_Decision",73,1625837043,144,1936
"271","8gi7c8xg","fb4lj3pa","Outro","Outro_Personality",74,1625837195,152,1936
"272","8gi7c8xg","fb4lj3pa","Outro","Outro_Covariates",75,1625837256,61,1936
"273","8gi7c8xg","fb4lj3pa","Outro","Outro_CLICCS",76,1625837573,317,1936
"274","8gi7c8xg","iocqbi38","Intro","Intro_Welcome",1,1625835634,NA,2175
"275","8gi7c8xg","iocqbi38","Intro","Intro_Instructions",2,1625836852,1218,2175
"276","8gi7c8xg","iocqbi38","dPGG","dPGG_InitialWaitPage",3,1625837505,653,2175
"277","8gi7c8xg","iocqbi38","dPGG","ResultsWaitPage",6,1625837506,1,2175
"278","8gi7c8xg","iocqbi38","dPGG","ResultsWaitPage",13,1625837507,1,2175
"279","8gi7c8xg","iocqbi38","dPGG","ResultsWaitPage",20,1625837508,1,2175
"280","8gi7c8xg","iocqbi38","dPGG","ResultsWaitPage",27,1625837508,0,2175
"281","8gi7c8xg","iocqbi38","dPGG","ResultsWaitPage",34,1625837509,1,2175
"282","8gi7c8xg","iocqbi38","dPGG","ResultsWaitPage",41,1625837509,0,2175
"283","8gi7c8xg","iocqbi38","dPGG","ResultsWaitPage",48,1625837509,0,2175
"284","8gi7c8xg","iocqbi38","dPGG","ResultsWaitPage",55,1625837509,0,2175
"285","8gi7c8xg","iocqbi38","dPGG","ResultsWaitPage",62,1625837509,0,2175
"286","8gi7c8xg","iocqbi38","dPGG","ResultsWaitPage",69,1625837509,0,2175
"287","8gi7c8xg","iocqbi38","Outro","Outro_Personality",74,1625837660,151,2175
"288","8gi7c8xg","iocqbi38","Outro","Outro_Covariates",75,1625837717,57,2175
"289","8gi7c8xg","iocqbi38","Outro","Outro_CLICCS",76,1625837809,92,2175
"290","8gi7c8xg","j4z7tda6","Intro","Intro_Welcome",1,1625835635,NA,1946
"291","8gi7c8xg","j4z7tda6","Intro","Intro_Instructions",2,1625836779,1144,1946
"292","8gi7c8xg","j4z7tda6","dPGG","dPGG_InitialWaitPage",3,1625837383,604,1946
"293","8gi7c8xg","j4z7tda6","dPGG","ResultsWaitPage",6,1625837384,1,1946
"294","8gi7c8xg","j4z7tda6","dPGG","ResultsWaitPage",13,1625837384,0,1946
"295","8gi7c8xg","j4z7tda6","dPGG","ResultsWaitPage",20,1625837384,0,1946
"296","8gi7c8xg","j4z7tda6","dPGG","ResultsWaitPage",27,1625837385,1,1946
"297","8gi7c8xg","j4z7tda6","dPGG","ResultsWaitPage",34,1625837386,1,1946
"298","8gi7c8xg","j4z7tda6","dPGG","ResultsWaitPage",41,1625837386,0,1946
"299","8gi7c8xg","j4z7tda6","dPGG","ResultsWaitPage",48,1625837386,0,1946
"300","8gi7c8xg","j4z7tda6","dPGG","ResultsWaitPage",55,1625837387,1,1946
"301","8gi7c8xg","j4z7tda6","dPGG","ResultsWaitPage",62,1625837387,0,1946
